state name,city name,year,month,day of week,time of day,accident severity,number of vehicles involved,vehicle type involved,number of casualties,number of fatalities,weather conditions,road type,road condition,lighting conditions,traffic control presence,speed limit (km/h),driver age,driver gender,driver license status,alcohol involvement,accident location details,latitude,longitude,number_of_death,hour,date,location,severity,vehicle,vehicles_count,casualties,fatalities,weather,road_type,road_condition,lighting,traffic,speed,age,gender,license,alcohol,lat,lng,age_group,is_weekend
Maharashtra,Mumbai,2023,April,Sunday,08:15,Fatal,5,Two-Wheeler,8,5,Stormy,Village Road,Damaged,Dark,Signals,105,20,Female,Expired,Yes,Curve,27.50081935,80.6904906,9,8,2023-04-01,Maharashtra - Mumbai,Fatal,Two-Wheeler,5,8,5,Stormy,Village Road,Damaged,Dark,Signals,105,20,Female,Expired,Yes,27.50081935,80.6904906,Young,True
Mizoram,Unknown,2019,January,Sunday,16:11,Serious,5,Auto-Rickshaw,5,0,Stormy,State Highway,Damaged,Dark,,88,26,Male,Valid,Yes,Bridge,27.44098649,75.38544804,2,16,2019-01-01,Mizoram - Unknown,Serious,Auto-Rickshaw,5,5,0,Stormy,State Highway,Damaged,Dark,,88,26,Male,Valid,Yes,27.44098649,75.38544804,Young,True
Uttarakhand,Unknown,2020,June,Sunday,03:49,Minor,2,Pedestrian,4,1,Stormy,Village Road,Wet,Daylight,Signals,38,53,Female,,No,Curve,25.31098609,92.3852758,5,3,2020-06-01,Uttarakhand - Unknown,Minor,Pedestrian,2,4,1,Stormy,Village Road,Wet,Daylight,Signals,38,53,Female,,No,25.31098609,92.3852758,Mid-age,True
Sikkim,Unknown,2019,May,Sunday,21:07,Minor,3,Pedestrian,9,2,Hazy,Urban Road,Dry,Dusk,Police Checkpost,30,33,Female,Valid,No,Curve,26.736608,69.11436412,5,21,2019-05-01,Sikkim - Unknown,Minor,Pedestrian,3,9,2,Hazy,Urban Road,Dry,Dusk,Police Checkpost,30,33,Female,Valid,No,26.736608,69.11436412,Adult,True
Goa,Unknown,2020,February,Monday,09:39,Serious,2,Auto-Rickshaw,9,4,Foggy,Urban Road,Under Construction,Dark,Signals,117,39,Male,Valid,Yes,Curve,22.65355997,94.15109777,9,9,2020-02-01,Goa - Unknown,Serious,Auto-Rickshaw,2,9,4,Foggy,Urban Road,Under Construction,Dark,Signals,117,39,Male,Valid,Yes,22.65355997,94.15109777,Adult,False
Nagaland,Unknown,2021,January,Monday,02:53,Minor,5,Cycle,5,3,Clear,State Highway,Wet,Daylight,Signals,115,19,Male,Expired,Yes,Intersection,14.79857459,81.38284647,7,2,2021-01-01,Nagaland - Unknown,Minor,Cycle,5,5,3,Clear,State Highway,Wet,Daylight,Signals,115,19,Male,Expired,Yes,14.79857459,81.38284647,Young,False
Karnataka,Mysore,2022,June,Friday,21:24,Minor,5,Cycle,7,0,Stormy,National Highway,Damaged,Dusk,Signals,53,21,Male,Expired,Yes,Straight Road,17.33379182,86.47884283,8,21,2022-06-01,Karnataka - Mysore,Minor,Cycle,5,7,0,Stormy,National Highway,Damaged,Dusk,Signals,53,21,Male,Expired,Yes,17.33379182,86.47884283,Young,False
Himachal Pradesh,Unknown,2020,May,Monday,08:26,Minor,1,Bus,4,2,Hazy,State Highway,Damaged,Dusk,Signals,88,45,Male,Valid,No,Straight Road,12.90313835,87.12126374,3,8,2020-05-01,Himachal Pradesh - Unknown,Minor,Bus,1,4,2,Hazy,State Highway,Damaged,Dusk,Signals,88,45,Male,Valid,No,12.90313835,87.12126374,Adult,False
Telangana,Unknown,2018,February,Monday,20:53,Fatal,3,Car,7,3,Stormy,State Highway,Under Construction,Daylight,Signs,63,43,Female,Expired,No,Straight Road,32.52816516,93.95841448,4,20,2018-02-01,Telangana - Unknown,Fatal,Car,3,7,3,Stormy,State Highway,Under Construction,Daylight,Signs,63,43,Female,Expired,No,32.52816516,93.95841448,Adult,False
Kerala,Unknown,2022,March,Wednesday,09:37,Fatal,4,Bus,5,1,Rainy,National Highway,Damaged,Dawn,Signs,46,38,Female,Expired,Yes,Intersection,23.75157846,86.46342078,2,9,2022-03-01,Kerala - Unknown,Fatal,Bus,4,5,1,Rainy,National Highway,Damaged,Dawn,Signs,46,38,Female,Expired,Yes,23.75157846,86.46342078,Adult,False
Haryana,Unknown,2021,October,Wednesday,07:58,Fatal,5,Truck,1,5,Clear,State Highway,Under Construction,Dusk,Signals,95,62,Male,,Yes,Intersection,18.82298825,85.80407396,4,7,2021-10-01,Haryana - Unknown,Fatal,Truck,5,1,5,Clear,State Highway,Under Construction,Dusk,Signals,95,62,Male,,Yes,18.82298825,85.80407396,Senior,False
Delhi,Rohini,2020,November,Monday,22:58,Serious,5,Two-Wheeler,6,4,Foggy,State Highway,Dry,Dark,Police Checkpost,105,61,Male,,No,Intersection,20.4741567,69.93290918,2,22,2020-11-01,Delhi - Rohini,Serious,Two-Wheeler,5,6,4,Foggy,State Highway,Dry,Dark,Police Checkpost,105,61,Male,,No,20.4741567,69.93290918,Senior,False
Himachal Pradesh,Unknown,2019,February,Tuesday,04:01,Minor,3,Truck,2,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,79,34,Male,Valid,No,Bridge,33.57665017,83.03383264,5,4,2019-02-01,Himachal Pradesh - Unknown,Minor,Truck,3,2,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,79,34,Male,Valid,No,33.57665017,83.03383264,Adult,False
Arunachal Pradesh,Unknown,2021,September,Sunday,11:21,Fatal,3,Pedestrian,0,1,Clear,State Highway,Wet,Dark,Police Checkpost,112,32,Male,Valid,No,Bridge,12.14048788,72.35490102,2,11,2021-09-01,Arunachal Pradesh - Unknown,Fatal,Pedestrian,3,0,1,Clear,State Highway,Wet,Dark,Police Checkpost,112,32,Male,Valid,No,12.14048788,72.35490102,Adult,True
Assam,Unknown,2022,May,Sunday,02:28,Serious,5,Bus,1,5,Foggy,State Highway,Wet,Dark,Signals,90,45,Male,,Yes,Straight Road,23.82820546,89.38557929,9,2,2022-05-01,Assam - Unknown,Serious,Bus,5,1,5,Foggy,State Highway,Wet,Dark,Signals,90,45,Male,,Yes,23.82820546,89.38557929,Adult,True
Kerala,Unknown,2023,March,Monday,02:43,Fatal,1,Bus,8,1,Clear,National Highway,Damaged,Daylight,Signals,105,38,Male,Valid,Yes,Bridge,21.65899433,82.8544357,7,2,2023-03-01,Kerala - Unknown,Fatal,Bus,1,8,1,Clear,National Highway,Damaged,Daylight,Signals,105,38,Male,Valid,Yes,21.65899433,82.8544357,Adult,False
Punjab,Unknown,2020,September,Friday,11:11,Minor,4,Two-Wheeler,7,5,Foggy,National Highway,Under Construction,Dark,,52,70,Female,Valid,No,Bridge,24.50926436,87.7266056,9,11,2020-09-01,Punjab - Unknown,Minor,Two-Wheeler,4,7,5,Foggy,National Highway,Under Construction,Dark,,52,70,Female,Valid,No,24.50926436,87.7266056,Senior,False
Jharkhand,Unknown,2021,February,Friday,06:55,Minor,4,Pedestrian,3,0,Hazy,National Highway,Dry,Dawn,Signals,63,47,Male,Expired,No,Bridge,8.488974963,69.20851412,8,6,2021-02-01,Jharkhand - Unknown,Minor,Pedestrian,4,3,0,Hazy,National Highway,Dry,Dawn,Signals,63,47,Male,Expired,No,8.488974963,69.20851412,Mid-age,False
Punjab,Unknown,2018,July,Thursday,05:06,Minor,5,Truck,1,2,Clear,Urban Road,Wet,Dark,Signs,120,24,Female,,Yes,Bridge,31.54734554,70.45896847,4,5,2018-07-01,Punjab - Unknown,Minor,Truck,5,1,2,Clear,Urban Road,Wet,Dark,Signs,120,24,Female,,Yes,31.54734554,70.45896847,Young,False
Jharkhand,Unknown,2020,September,Monday,00:07,Fatal,3,Truck,2,2,Stormy,State Highway,Under Construction,Dark,Signals,108,61,Male,,No,Bridge,33.16719363,88.77337825,8,0,2020-09-01,Jharkhand - Unknown,Fatal,Truck,3,2,2,Stormy,State Highway,Under Construction,Dark,Signals,108,61,Male,,No,33.16719363,88.77337825,Senior,False
Gujarat,Vadodara,2018,March,Friday,13:47,Serious,5,Two-Wheeler,3,2,Stormy,Village Road,Dry,Dark,,45,46,Female,Expired,No,Curve,23.25859596,70.09044574,4,13,2018-03-01,Gujarat - Vadodara,Serious,Two-Wheeler,5,3,2,Stormy,Village Road,Dry,Dark,,45,46,Female,Expired,No,23.25859596,70.09044574,Mid-age,False
Goa,Unknown,2018,May,Wednesday,13:46,Serious,2,Bus,4,0,Rainy,Village Road,Under Construction,Dusk,,99,68,Male,Expired,No,Intersection,26.80957224,70.06644511,2,13,2018-05-01,Goa - Unknown,Serious,Bus,2,4,0,Rainy,Village Road,Under Construction,Dusk,,99,68,Male,Expired,No,26.80957224,70.06644511,Senior,False
Uttar Pradesh,Lucknow,2022,December,Thursday,08:30,Serious,2,Truck,0,0,Stormy,Village Road,Dry,Dawn,,115,43,Male,Valid,Yes,Bridge,32.90748329,68.35114578,3,8,2022-12-01,Uttar Pradesh - Lucknow,Serious,Truck,2,0,0,Stormy,Village Road,Dry,Dawn,,115,43,Male,Valid,Yes,32.90748329,68.35114578,Adult,False
Sikkim,Unknown,2018,December,Friday,11:49,Fatal,4,Truck,7,5,Foggy,Urban Road,Under Construction,Daylight,Signals,117,60,Female,Expired,No,Straight Road,27.09544313,95.73854055,3,11,2018-12-01,Sikkim - Unknown,Fatal,Truck,4,7,5,Foggy,Urban Road,Under Construction,Daylight,Signals,117,60,Female,Expired,No,27.09544313,95.73854055,Mid-age,False
Maharashtra,Pune,2020,October,Thursday,20:01,Fatal,2,Auto-Rickshaw,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,45,53,Male,Expired,No,Intersection,12.11855416,89.38774242,2,20,2020-10-01,Maharashtra - Pune,Fatal,Auto-Rickshaw,2,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,45,53,Male,Expired,No,12.11855416,89.38774242,Mid-age,False
Mizoram,Unknown,2021,September,Saturday,21:08,Serious,3,Two-Wheeler,2,1,Foggy,Village Road,Dry,Dark,Signs,111,25,Male,,No,Curve,23.55978572,78.24429085,9,21,2021-09-01,Mizoram - Unknown,Serious,Two-Wheeler,3,2,1,Foggy,Village Road,Dry,Dark,Signs,111,25,Male,,No,23.55978572,78.24429085,Young,True
Odisha,Unknown,2018,October,Monday,16:24,Fatal,2,Auto-Rickshaw,0,0,Rainy,State Highway,Under Construction,Dusk,Signs,82,62,Male,Valid,Yes,Intersection,24.38130625,76.59953186,4,16,2018-10-01,Odisha - Unknown,Fatal,Auto-Rickshaw,2,0,0,Rainy,State Highway,Under Construction,Dusk,Signs,82,62,Male,Valid,Yes,24.38130625,76.59953186,Senior,False
Uttarakhand,Unknown,2018,March,Tuesday,21:54,Minor,4,Cycle,10,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,109,65,Female,,No,Intersection,19.45152813,78.14139366,2,21,2018-03-01,Uttarakhand - Unknown,Minor,Cycle,4,10,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,109,65,Female,,No,19.45152813,78.14139366,Senior,False
Madhya Pradesh,Unknown,2022,November,Sunday,16:53,Minor,2,Two-Wheeler,7,4,Stormy,State Highway,Wet,Dawn,,100,33,Male,Expired,No,Straight Road,27.88399436,90.4649524,6,16,2022-11-01,Madhya Pradesh - Unknown,Minor,Two-Wheeler,2,7,4,Stormy,State Highway,Wet,Dawn,,100,33,Male,Expired,No,27.88399436,90.4649524,Adult,True
Chhattisgarh,Unknown,2021,October,Sunday,18:38,Serious,1,Car,6,0,Foggy,Village Road,Under Construction,Dawn,Signs,105,18,Female,Valid,No,Curve,33.2279094,87.17974772,4,18,2021-10-01,Chhattisgarh - Unknown,Serious,Car,1,6,0,Foggy,Village Road,Under Construction,Dawn,Signs,105,18,Female,Valid,No,33.2279094,87.17974772,Teen,True
Meghalaya,Unknown,2023,February,Saturday,01:24,Fatal,4,Bus,7,4,Clear,Urban Road,Dry,Dark,Signs,74,31,Male,,Yes,Bridge,32.99034985,73.37067147,6,1,2023-02-01,Meghalaya - Unknown,Fatal,Bus,4,7,4,Clear,Urban Road,Dry,Dark,Signs,74,31,Male,,Yes,32.99034985,73.37067147,Adult,True
Goa,Unknown,2020,April,Wednesday,20:41,Fatal,5,Truck,7,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,62,47,Female,Expired,Yes,Bridge,20.17266303,73.04917072,2,20,2020-04-01,Goa - Unknown,Fatal,Truck,5,7,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,62,47,Female,Expired,Yes,20.17266303,73.04917072,Mid-age,False
Puducherry,Unknown,2023,April,Sunday,01:25,Fatal,5,Cycle,5,3,Rainy,Village Road,Dry,Dark,Signs,79,47,Male,,Yes,Intersection,11.05742724,70.85347384,7,1,2023-04-01,Puducherry - Unknown,Fatal,Cycle,5,5,3,Rainy,Village Road,Dry,Dark,Signs,79,47,Male,,Yes,11.05742724,70.85347384,Mid-age,True
Tamil Nadu,Chennai,2022,November,Tuesday,04:04,Serious,1,Truck,0,0,Foggy,State Highway,Dry,Dawn,Police Checkpost,38,22,Male,Expired,Yes,Bridge,34.59071237,87.14877887,9,4,2022-11-01,Tamil Nadu - Chennai,Serious,Truck,1,0,0,Foggy,State Highway,Dry,Dawn,Police Checkpost,38,22,Male,Expired,Yes,34.59071237,87.14877887,Young,False
Punjab,Unknown,2022,May,Friday,21:28,Fatal,1,Bus,9,1,Foggy,Village Road,Wet,Dawn,Signs,110,67,Male,,No,Bridge,30.65024833,90.1668072,2,21,2022-05-01,Punjab - Unknown,Fatal,Bus,1,9,1,Foggy,Village Road,Wet,Dawn,Signs,110,67,Male,,No,30.65024833,90.1668072,Senior,False
Telangana,Unknown,2018,September,Tuesday,15:13,Serious,2,Car,6,0,Foggy,Urban Road,Dry,Dark,Signals,119,31,Male,,Yes,Straight Road,11.36589239,75.68634642,7,15,2018-09-01,Telangana - Unknown,Serious,Car,2,6,0,Foggy,Urban Road,Dry,Dark,Signals,119,31,Male,,Yes,11.36589239,75.68634642,Adult,False
Maharashtra,Nagpur,2020,January,Monday,15:32,Fatal,2,Car,4,1,Stormy,Urban Road,Wet,Dawn,,65,67,Female,,No,Straight Road,32.86273083,68.60740387,9,15,2020-01-01,Maharashtra - Nagpur,Fatal,Car,2,4,1,Stormy,Urban Road,Wet,Dawn,,65,67,Female,,No,32.86273083,68.60740387,Senior,False
Uttarakhand,Unknown,2020,January,Friday,05:14,Minor,1,Pedestrian,10,1,Hazy,Village Road,Dry,Daylight,,95,19,Female,,No,Intersection,31.48720178,70.38297836,2,5,2020-01-01,Uttarakhand - Unknown,Minor,Pedestrian,1,10,1,Hazy,Village Road,Dry,Daylight,,95,19,Female,,No,31.48720178,70.38297836,Young,False
Punjab,Unknown,2021,August,Monday,07:16,Serious,4,Bus,8,0,Foggy,State Highway,Under Construction,Dawn,Signs,73,33,Male,,Yes,Straight Road,22.00862754,96.06794101,3,7,2021-08-01,Punjab - Unknown,Serious,Bus,4,8,0,Foggy,State Highway,Under Construction,Dawn,Signs,73,33,Male,,Yes,22.00862754,96.06794101,Adult,False
Telangana,Unknown,2018,September,Sunday,02:51,Minor,2,Cycle,9,5,Rainy,Urban Road,Wet,Dusk,Signals,111,67,Male,,Yes,Bridge,23.96443677,76.56789855,6,2,2018-09-01,Telangana - Unknown,Minor,Cycle,2,9,5,Rainy,Urban Road,Wet,Dusk,Signals,111,67,Male,,Yes,23.96443677,76.56789855,Senior,True
Gujarat,Ahmedabad,2019,January,Monday,22:17,Minor,3,Truck,7,5,Stormy,National Highway,Damaged,Dawn,,104,23,Male,Expired,Yes,Bridge,18.773073,90.30747129,5,22,2019-01-01,Gujarat - Ahmedabad,Minor,Truck,3,7,5,Stormy,National Highway,Damaged,Dawn,,104,23,Male,Expired,Yes,18.773073,90.30747129,Young,False
Andhra Pradesh,Tirupati,2018,May,Wednesday,02:35,Fatal,5,Auto-Rickshaw,0,2,Stormy,Urban Road,Under Construction,Dawn,Signs,101,66,Female,Valid,No,Straight Road,9.478564248,86.1152435,3,2,2018-05-01,Andhra Pradesh - Tirupati,Fatal,Auto-Rickshaw,5,0,2,Stormy,Urban Road,Under Construction,Dawn,Signs,101,66,Female,Valid,No,9.478564248,86.1152435,Senior,False
West Bengal,Siliguri,2021,April,Thursday,22:58,Serious,2,Pedestrian,6,2,Rainy,National Highway,Under Construction,Dark,Signs,94,48,Female,Expired,No,Bridge,17.05032552,79.07624955,9,22,2021-04-01,West Bengal - Siliguri,Serious,Pedestrian,2,6,2,Rainy,National Highway,Under Construction,Dark,Signs,94,48,Female,Expired,No,17.05032552,79.07624955,Mid-age,False
Kerala,Unknown,2023,June,Monday,07:25,Fatal,1,Car,10,2,Clear,State Highway,Wet,Dawn,,117,42,Female,Expired,Yes,Straight Road,29.67704311,73.9649306,6,7,2023-06-01,Kerala - Unknown,Fatal,Car,1,10,2,Clear,State Highway,Wet,Dawn,,117,42,Female,Expired,Yes,29.67704311,73.9649306,Adult,False
Uttarakhand,Unknown,2021,August,Monday,13:32,Fatal,3,Truck,7,1,Hazy,Village Road,Wet,Dusk,Signs,104,24,Female,Valid,No,Intersection,8.125064621,71.52020613,5,13,2021-08-01,Uttarakhand - Unknown,Fatal,Truck,3,7,1,Hazy,Village Road,Wet,Dusk,Signs,104,24,Female,Valid,No,8.125064621,71.52020613,Young,False
Maharashtra,Mumbai,2018,February,Thursday,04:09,Minor,1,Pedestrian,8,0,Hazy,National Highway,Wet,Dark,,62,49,Female,,Yes,Straight Road,17.00447764,85.83537607,9,4,2018-02-01,Maharashtra - Mumbai,Minor,Pedestrian,1,8,0,Hazy,National Highway,Wet,Dark,,62,49,Female,,Yes,17.00447764,85.83537607,Mid-age,False
Karnataka,Bangalore,2019,July,Tuesday,05:40,Minor,5,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,52,36,Male,Expired,Yes,Straight Road,18.75055473,90.46437964,2,5,2019-07-01,Karnataka - Bangalore,Minor,Truck,5,5,0,Clear,Village Road,Damaged,Dark,Signs,52,36,Male,Expired,Yes,18.75055473,90.46437964,Adult,False
Odisha,Unknown,2019,February,Sunday,07:43,Serious,3,Two-Wheeler,7,1,Foggy,State Highway,Under Construction,Dawn,Signs,85,29,Male,Expired,Yes,Intersection,22.50968128,86.67322335,9,7,2019-02-01,Odisha - Unknown,Serious,Two-Wheeler,3,7,1,Foggy,State Highway,Under Construction,Dawn,Signs,85,29,Male,Expired,Yes,22.50968128,86.67322335,Young,True
Rajasthan,Jodhpur,2021,January,Tuesday,16:38,Fatal,3,Truck,2,4,Hazy,Urban Road,Wet,Daylight,Signs,61,58,Female,Valid,No,Curve,32.83610164,83.37876186,9,16,2021-01-01,Rajasthan - Jodhpur,Fatal,Truck,3,2,4,Hazy,Urban Road,Wet,Daylight,Signs,61,58,Female,Valid,No,32.83610164,83.37876186,Mid-age,False
Jharkhand,Unknown,2023,September,Saturday,07:48,Serious,4,Bus,7,1,Clear,Urban Road,Damaged,Dusk,,44,59,Male,Expired,Yes,Bridge,17.35134185,69.21658548,5,7,2023-09-01,Jharkhand - Unknown,Serious,Bus,4,7,1,Clear,Urban Road,Damaged,Dusk,,44,59,Male,Expired,Yes,17.35134185,69.21658548,Mid-age,True
Goa,Unknown,2021,November,Tuesday,07:00,Fatal,3,Pedestrian,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,Intersection,17.36773645,96.08617455,2,7,2021-11-01,Goa - Unknown,Fatal,Pedestrian,3,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,17.36773645,96.08617455,Adult,False
Madhya Pradesh,Unknown,2019,May,Sunday,17:41,Fatal,3,Pedestrian,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,Bridge,27.9125337,91.16271156,5,17,2019-05-01,Madhya Pradesh - Unknown,Fatal,Pedestrian,3,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,27.9125337,91.16271156,Young,True
Odisha,Unknown,2022,January,Sunday,09:58,Minor,3,Bus,3,2,Foggy,Village Road,Dry,Dawn,,100,45,Male,,Yes,Straight Road,20.2098844,76.49183906,1,9,2022-01-01,Odisha - Unknown,Minor,Bus,3,3,2,Foggy,Village Road,Dry,Dawn,,100,45,Male,,Yes,20.2098844,76.49183906,Adult,True
West Bengal,Durgapur,2018,February,Wednesday,14:56,Fatal,2,Cycle,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,Curve,14.06433022,96.41913955,2,14,2018-02-01,West Bengal - Durgapur,Fatal,Cycle,2,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,14.06433022,96.41913955,Adult,False
Tamil Nadu,Madurai,2021,November,Friday,01:42,Minor,5,Truck,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,,No,Curve,20.21586694,85.4545661,3,1,2021-11-01,Tamil Nadu - Madurai,Minor,Truck,5,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,,No,20.21586694,85.4545661,Young,False
Haryana,Unknown,2018,February,Saturday,00:28,Serious,4,Car,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,Bridge,11.80313955,84.89025709,3,0,2018-02-01,Haryana - Unknown,Serious,Car,4,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,11.80313955,84.89025709,Young,True
Punjab,Unknown,2021,November,Monday,06:22,Serious,1,Cycle,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,,Yes,Curve,12.76244864,89.6941222,9,6,2021-11-01,Punjab - Unknown,Serious,Cycle,1,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,,Yes,12.76244864,89.6941222,Mid-age,False
Andhra Pradesh,Vijayawada,2021,August,Wednesday,06:12,Minor,1,Car,2,2,Rainy,Village Road,Under Construction,Dawn,,48,43,Male,Expired,Yes,Bridge,21.45592986,91.54132385,2,6,2021-08-01,Andhra Pradesh - Vijayawada,Minor,Car,1,2,2,Rainy,Village Road,Under Construction,Dawn,,48,43,Male,Expired,Yes,21.45592986,91.54132385,Adult,False
Nagaland,Unknown,2021,December,Monday,06:37,Minor,2,Bus,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,Straight Road,19.31098714,87.03787961,5,6,2021-12-01,Nagaland - Unknown,Minor,Bus,2,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,19.31098714,87.03787961,Senior,False
Gujarat,Ahmedabad,2021,September,Saturday,21:47,Fatal,1,Cycle,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,Straight Road,32.70083933,71.71477664,2,21,2021-09-01,Gujarat - Ahmedabad,Fatal,Cycle,1,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,32.70083933,71.71477664,Adult,True
Delhi,Rohini,2023,February,Friday,16:58,Fatal,4,Truck,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,,No,Intersection,17.78463528,77.80975767,9,16,2023-02-01,Delhi - Rohini,Fatal,Truck,4,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,,No,17.78463528,77.80975767,Adult,False
Jammu and Kashmir,Unknown,2023,December,Tuesday,06:12,Serious,3,Cycle,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,Curve,23.67588546,94.91442557,9,6,2023-12-01,Jammu and Kashmir - Unknown,Serious,Cycle,3,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,23.67588546,94.91442557,Senior,False
Punjab,Unknown,2019,December,Tuesday,10:39,Serious,2,Cycle,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,Bridge,25.07113577,74.51385274,1,10,2019-12-01,Punjab - Unknown,Serious,Cycle,2,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,25.07113577,74.51385274,Adult,False
Arunachal Pradesh,Unknown,2021,April,Friday,07:07,Minor,5,Auto-Rickshaw,7,0,Stormy,State Highway,Wet,Dawn,,53,24,Female,Expired,Yes,Bridge,8.353550328,78.79284369,3,7,2021-04-01,Arunachal Pradesh - Unknown,Minor,Auto-Rickshaw,5,7,0,Stormy,State Highway,Wet,Dawn,,53,24,Female,Expired,Yes,8.353550328,78.79284369,Young,False
Rajasthan,Jodhpur,2019,December,Sunday,14:13,Fatal,2,Auto-Rickshaw,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,Curve,25.91550904,80.53022961,7,14,2019-12-01,Rajasthan - Jodhpur,Fatal,Auto-Rickshaw,2,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,25.91550904,80.53022961,Adult,True
West Bengal,Siliguri,2023,April,Monday,23:45,Serious,5,Auto-Rickshaw,8,3,Hazy,Urban Road,Wet,Dawn,Signs,112,28,Female,Valid,Yes,Curve,12.80697111,80.7427447,8,23,2023-04-01,West Bengal - Siliguri,Serious,Auto-Rickshaw,5,8,3,Hazy,Urban Road,Wet,Dawn,Signs,112,28,Female,Valid,Yes,12.80697111,80.7427447,Young,False
Odisha,Unknown,2022,November,Sunday,18:49,Serious,3,Truck,5,1,Clear,State Highway,Dry,Dawn,Signals,37,32,Male,,No,Intersection,33.94889857,85.77524789,5,18,2022-11-01,Odisha - Unknown,Serious,Truck,3,5,1,Clear,State Highway,Dry,Dawn,Signals,37,32,Male,,No,33.94889857,85.77524789,Adult,True
Uttar Pradesh,Kanpur,2018,June,Monday,05:40,Fatal,4,Bus,1,0,Foggy,Village Road,Wet,Dark,Signs,32,58,Male,Expired,No,Intersection,12.01389365,95.34919929,8,5,2018-06-01,Uttar Pradesh - Kanpur,Fatal,Bus,4,1,0,Foggy,Village Road,Wet,Dark,Signs,32,58,Male,Expired,No,12.01389365,95.34919929,Mid-age,False
Odisha,Unknown,2018,June,Tuesday,10:28,Fatal,3,Cycle,2,4,Clear,Village Road,Under Construction,Dusk,Signs,54,34,Male,Valid,Yes,Straight Road,19.19485134,74.98008864,6,10,2018-06-01,Odisha - Unknown,Fatal,Cycle,3,2,4,Clear,Village Road,Under Construction,Dusk,Signs,54,34,Male,Valid,Yes,19.19485134,74.98008864,Adult,False
Himachal Pradesh,Unknown,2023,February,Friday,08:10,Serious,2,Auto-Rickshaw,1,3,Rainy,National Highway,Under Construction,Dark,Police Checkpost,115,69,Female,Valid,Yes,Bridge,10.30444104,71.52353991,5,8,2023-02-01,Himachal Pradesh - Unknown,Serious,Auto-Rickshaw,2,1,3,Rainy,National Highway,Under Construction,Dark,Police Checkpost,115,69,Female,Valid,Yes,10.30444104,71.52353991,Senior,False
Puducherry,Unknown,2023,August,Wednesday,18:16,Fatal,3,Cycle,2,3,Stormy,Village Road,Damaged,Dark,Signals,120,27,Male,,No,Intersection,34.9156048,73.72664421,4,18,2023-08-01,Puducherry - Unknown,Fatal,Cycle,3,2,3,Stormy,Village Road,Damaged,Dark,Signals,120,27,Male,,No,34.9156048,73.72664421,Young,False
Tripura,Unknown,2021,August,Sunday,14:50,Serious,3,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,81,48,Male,Valid,No,Bridge,21.55926528,93.72082211,4,14,2021-08-01,Tripura - Unknown,Serious,Truck,3,5,0,Clear,Village Road,Damaged,Dark,Signs,81,48,Male,Valid,No,21.55926528,93.72082211,Mid-age,True
